,name,released_date,rating,votes,score
2184,Sarafina!,1992-09-25,PG-13,1900.0,6.3
2185,For a Lost Soldier,1993-05-07,Unrated,4300.0,7.5
2186,In the Soup,1992-08-13,R,3400.0,7.1
2187,A Stranger Among Us,1992-07-17,PG-13,3600.0,5.6
2188,Where the Day Takes You,1992-09-11,R,3200.0,6.6
2189,Passion Fish,1992-12-11,R,5200.0,7.4
2190,That Night,1993-08-06,PG-13,2600.0,6.6
2191,Gas Food Lodging,1992-07-10,R,3700.0,6.6
2192,American Heart,1993-05-07,R,3200.0,6.7
2193,The Babe,1992-04-17,PG,9300.0,5.9
2194,La sentinelle,1998-10-16,R,745.0,6.6
2195,Christopher Columbus: The Discovery,1992-08-21,PG-13,2800.0,4.5
2196,Claire of the Moon,1993-10-21,Unrated,950.0,5.1
2197,Prelude to a Kiss,1992-07-10,PG-13,7700.0,5.6
2198,The Best Intentions,1992-07-10,Not Rated,3000.0,7.8
2199,The Public Eye,1992-10-16,R,3500.0,6.5
2200,Article 99,1992-03-13,R,3100.0,6.1
2201,The Mambo Kings,1992-02-28,R,5200.0,6.4
2202,Into the West,1993-09-17,PG,2800.0,7.0
2203,The Playboys,1992-04-22,PG-13,1100.0,6.3
2204,City of Joy,1992-04-17,PG-13,4900.0,6.5
2205,Straight Talk,1992-04-03,PG,3500.0,5.8
2206,Qing shao nian nuo zha,1994-08-04,Not Rated,4000.0,7.6
2207,Love Field,1993-02-12,PG-13,3800.0,6.6
2208,Mr. Saturday Night,1992-09-25,R,4500.0,5.9
2209,Twin Dragons,1999-04-09,PG-13,11000.0,6.5
2210,Aces: Iron Eagle III,1992-06-12,R,2700.0,3.7
2211,The Living End,1992-08-21,Unrated,2900.0,6.5
2212,Simple Men,1992-11-06,R,4100.0,7.2
2213,Guncrazy,1993-09-09,R,2200.0,5.5
2214,Folks!,1992-05-01,PG-13,2500.0,5.7
2215,Léolo,1993-04-02,Not Rated,6700.0,7.5
2216,Night and the City,1992-10-23,R,4600.0,5.8
2217,Whispers in the Dark,1992-08-07,R,2000.0,5.6
2218,Zebrahead,1992-10-23,R,1200.0,6.3
2219,Hyenas,2019-04-26,Not Rated,1000.0,7.4
2220,A Tale of Winter,1992-01-29,Not Rated,4400.0,7.3
2221,Man Trouble,1992-07-17,PG-13,3000.0,4.7
2222,Laws of Gravity,1993-08-20,R,950.0,6.8
2223,Brain Donors,1992-04-17,PG,4100.0,7.1
2224,Out on a Limb,1992-09-04,PG,1600.0,5.3
2225,Tetsuo II: Body Hammer,1997-08-15,R,4200.0,6.4
2226,Traces of Red,1992-11-11,R,1500.0,5.2
2227,Storyville,1992-09-30,R,1100.0,5.8
2228,Rescue Me,1993-12-03,PG-13,683.0,5.2
2229,Map of the Human Heart,1993-05-14,R,3100.0,7.1
2230,Ruby Cairo,1993-10-29,PG-13,2100.0,5.0
2231,The Waterdance,1992-05-13,R,2600.0,6.8
2232,Year of the Comet,1992-04-24,PG-13,1500.0,5.8
2233,This Is My Life,1992-02-21,PG-13,1100.0,6.1
2234,Mistress,1992-07-24,R,2100.0,5.4
2235,Passed Away,1992-04-24,PG-13,1200.0,5.8
2236,Blame It on the Bellboy,1992-03-06,PG-13,2500.0,5.5
2237,Leaving Normal,1992-04-29,R,1300.0,6.6
2238,House of Angels,1993-08-06,R,4500.0,6.4
2239,The Long Day Closes,1993-05-28,PG,3000.0,7.4
2240,Once Upon a Time in China III,1993-02-11,R,6600.0,6.8
2241,Shadow of the Wolf,1993-03-05,PG-13,876.0,5.7
2242,The Gun in Betty Lou's Handbag,1992-08-21,PG-13,1600.0,5.1
2243,Tombstone,1993-12-25,R,132000.0,7.8
2244,The Sandlot,1993-04-07,PG,82000.0,7.8
2245,Jurassic Park,1993-06-11,PG-13,894000.0,8.1
2246,Dazed and Confused,1993-09-24,R,171000.0,7.6
2247,Schindler's List,1994-02-04,R,1200000.0,8.9
2248,True Romance,1993-09-10,R,212000.0,7.9
2249,Naked,1994-02-04,Not Rated,36000.0,7.8
2250,Robin Hood: Men in Tights,1993-07-28,PG-13,119000.0,6.7
2251,A Bronx Tale,1993-10-01,R,132000.0,7.8
2252,What's Eating Gilbert Grape,1994-03-04,PG-13,221000.0,7.7
2253,Hocus Pocus,1993-07-16,PG,106000.0,6.9
2254,Carlito's Way,1993-11-12,R,206000.0,7.9
2255,Mrs. Doubtfire,1993-11-24,PG-13,252000.0,7.0
2256,The Fugitive,1993-08-06,PG-13,275000.0,7.8
2257,Demolition Man,1993-10-08,R,163000.0,6.7
2258,Dennis the Menace,1993-06-25,PG,58000.0,5.6
2259,Falling Down,1993-02-26,R,177000.0,7.6
2260,The Pelican Brief,1993-12-17,PG-13,81000.0,6.6
2261,The Firm,1993-06-30,R,124000.0,6.8
2262,Last Action Hero,1993-06-18,PG-13,141000.0,6.4
2263,Sister Act 2: Back in the Habit,1993-12-10,PG,50000.0,5.6
2264,Groundhog Day,1993-02-12,PG,589000.0,8.0
2265,Philadelphia,1994-01-14,PG-13,229000.0,7.7
2266,Super Mario Bros.,1993-05-28,PG,50000.0,4.1
2267,Sleepless in Seattle,1993-06-25,PG,165000.0,6.8
2268,Cliffhanger,1993-05-28,R,122000.0,6.4
2269,The Piano,1994-02-11,R,81000.0,7.6
2270,The Nightmare Before Christmas,1993-10-29,PG,306000.0,8.0
2271,Rookie of the Year,1993-07-07,PG,26000.0,6.1
2272,"Blood In, Blood Out",1993-04-30,R,29000.0,8.0
2273,In the Name of the Father,1994-02-25,R,163000.0,8.1
2274,Alive,1993-01-15,R,53000.0,7.1
2275,Addams Family Values,1993-11-19,PG-13,84000.0,6.8
2276,Indecent Proposal,1993-04-07,R,66000.0,6.0
2277,In the Line of Fire,1993-07-09,R,96000.0,7.2
2278,The Age of Innocence,1993-10-01,PG,56000.0,7.2
2279,Menace II Society,1993-05-26,R,54000.0,7.5
2280,Gettysburg,1993-10-08,PG,27000.0,7.6
2281,The Three Musketeers,1993-11-12,PG,52000.0,6.4
2282,Homeward Bound: The Incredible Journey,1993-02-12,G,43000.0,6.9
2283,The Secret Garden,1993-08-13,G,38000.0,7.3
2284,Free Willy,1993-07-16,PG,71000.0,6.0
2285,RoboCop 3,1993-11-05,PG-13,47000.0,4.1
2286,The Remains of the Day,1993-11-19,PG,69000.0,7.8
2287,Hard Target,1993-08-20,R,46000.0,6.2
2288,Fire in the Sky,1993-03-12,PG-13,23000.0,6.5
2289,Cool Runnings,1993-10-01,PG,96000.0,7.0
2290,Dave,1993-05-07,PG-13,50000.0,6.8
2291,Kalifornia,1993-09-03,R,52000.0,6.7
2292,Benny & Joon,1993-04-16,PG,56000.0,7.2
2293,Sliver,1993-05-21,R,30000.0,5.0
2294,Rudy,1993-10-22,PG,59000.0,7.5
2295,Coneheads,1993-07-23,PG,52000.0,5.3
2296,So I Married an Axe Murderer,1993-07-30,PG-13,36000.0,6.5
2297,Hot Shots! Part Deux,1993-05-21,PG-13,86000.0,6.6
2298,Much Ado About Nothing,1993-07-02,PG-13,46000.0,7.3
2299,The Crush,1993-04-02,R,17000.0,5.8
2300,Loaded Weapon 1,1993-02-05,PG-13,45000.0,6.2
2301,This Boy's Life,1993-04-23,R,49000.0,7.3
2302,Three Colors: Blue,1993-09-08,R,93000.0,7.9
2303,Grumpy Old Men,1993-12-25,PG-13,45000.0,7.0
2304,A Perfect World,1993-11-24,PG-13,76000.0,7.5
2305,Leprechaun,1993-01-08,R,25000.0,4.8
2306,Malice,1993-10-01,R,24000.0,6.4
2307,What's Love Got to Do with It,1993-06-25,R,18000.0,7.3
2308,Short Cuts,1993-10-01,R,43000.0,7.7
2309,Son in Law,1993-07-02,PG-13,18000.0,5.8
2310,Striking Distance,1993-09-17,R,41000.0,5.9
2311,Return of the Living Dead III,1994-02-25,R,14000.0,5.9
2312,Searching for Bobby Fischer,1993-08-11,PG,37000.0,7.4
2313,Jason Goes to Hell: the Final Friday,1993-08-13,R,29000.0,4.2
2314,Matinee,1993-01-29,PG,10000.0,6.9
2315,The Good Son,1993-09-24,R,37000.0,6.4
2316,The Beverly Hillbillies,1993-10-15,PG,18000.0,5.0
2317,Beethoven's 2nd,1993-12-17,PG,26000.0,4.9
2318,Killing Zoe,1994-09-01,R,20000.0,6.5
2319,Cronos,1994-05-01,R,28000.0,6.7
2320,Geronimo: An American Legend,1993-12-10,PG-13,9900.0,6.5
2321,Wayne's World 2,1993-12-10,PG-13,79000.0,6.2
2322,Point of No Return,1993-03-19,R,26000.0,6.1
2323,Boxing Helena,1993-09-03,R,12000.0,4.7
2324,Romeo Is Bleeding,1994-02-04,R,13000.0,6.6
2325,Rising Sun,1993-07-30,R,43000.0,6.3
2326,For Love or Money,1993-10-01,PG,13000.0,6.2
2327,Teenage Mutant Ninja Turtles III,1993-03-19,PG,32000.0,4.8
2328,Body Snatchers,1994-02-18,R,17000.0,6.0
2329,Stalingrad,1993-01-21,Not Rated,32000.0,7.5
2330,Airborne,1993-09-17,PG,6500.0,6.3
2331,The Thing Called Love,1993-08-27,PG-13,7400.0,6.4
2332,The Vanishing,1993-02-05,R,24000.0,6.3
2333,The House of the Spirits,1994-04-01,R,22000.0,6.9
2334,Undercover Blues,1993-09-10,PG-13,7700.0,6.1
2335,Little Buddha,1994-05-25,PG,16000.0,6.1
2336,Dragon,1993-05-07,PG-13,29000.0,7.0
2337,Poetic Justice,1993-07-23,R,13000.0,6.1
2338,The Joy Luck Club,1993-10-29,R,16000.0,7.7
2339,The Cement Garden,1994-02-11,Not Rated,4500.0,7.1
2340,Untamed Heart,1993-02-12,PG-13,13000.0,6.8
2341,Batman: Mask of the Phantasm,1993-12-25,PG,45000.0,7.8
2342,Freaked,1994-03-31,PG-13,6700.0,6.4
2343,Swing Kids,1993-03-05,PG-13,16000.0,6.8
2344,Heart and Souls,1993-08-13,PG-13,17000.0,7.0
2345,Needful Things,1993-08-27,R,24000.0,6.3
2346,Ruby in Paradise,1993-11-05,R,2500.0,7.0
2347,Six Degrees of Separation,1993-12-08,R,20000.0,6.8
2348,The Man Without a Face,1993-08-25,PG-13,28000.0,6.7
2349,Farewell My Concubine,1993-10-15,R,26000.0,8.1
2350,Sniper,1993-01-29,R,23000.0,6.1
2351,Judgment Night,1993-10-15,R,16000.0,6.6
2352,Shadowlands,1994-01-14,PG,18000.0,7.3
2353,Arizona Dream,1994-09-09,R,42000.0,7.3
2354,Nowhere to Run,1993-01-15,R,22000.0,5.7
2355,King of the Hill,1993-08-20,PG-13,7800.0,7.4
2356,Mad Dog and Glory,1993-03-05,R,21000.0,6.2
2357,We're Back! A Dinosaur's Story,1993-11-24,G,14000.0,6.1
2358,Red Rock West,1993-05-14,R,21000.0,7.0
2359,The Program,1993-09-24,R,9700.0,6.5
2360,Ghost in the Machine,1993-12-29,R,3400.0,4.6
2361,Fearless,1993-11-05,R,22000.0,7.1
2362,Manhattan Murder Mystery,1993-08-18,PG,41000.0,7.3
2363,Surf Ninjas,1993-08-20,PG,7700.0,5.1
2364,Weekend at Bernie's II,1993-07-09,PG,13000.0,4.8
2365,Les visiteurs,1996-07-12,R,33000.0,7.1
2366,The Adventures of Huck Finn,1993-04-02,PG,8000.0,6.2
2367,Made in America,1993-05-28,PG-13,16000.0,5.1
2368,Dream Lover,1994-05-06,R,4500.0,6.2
2369,M. Butterfly,1993-10-01,R,9000.0,6.8
2370,The Dark Half,1993-04-23,R,16000.0,6.0
2371,Only the Strong,1993-08-27,PG-13,5900.0,6.6
2372,My Life,1993-11-12,PG-13,11000.0,6.8
2373,Mi vida loca,1994-07-15,R,2000.0,6.5
2374,Look Who's Talking Now,1993-11-05,PG-13,28000.0,4.4
2375,The Meteor Man,1993-08-06,PG,7800.0,5.2
2376,Fatal Instinct,1993-10-29,PG-13,7000.0,5.8
2377,CB4,1993-03-12,R,9000.0,6.3
2378,Calendar Girl,1993-09-03,PG-13,2100.0,5.1
2379,Heaven & Earth,1994-01-07,R,14000.0,6.8
2380,Indian Summer,1993-04-23,PG-13,5300.0,6.6
2381,Once Upon a Forest,1993-06-18,G,5200.0,6.5
2382,Posse,1993-05-14,R,4200.0,5.5
2383,Flesh and Bone,1993-11-05,R,5000.0,6.2
2384,Sommersby,1993-02-05,PG-13,20000.0,6.2
2385,Even Cowgirls Get the Blues,1994-05-20,R,7100.0,4.4
2386,Life with Mikey,1993-06-04,PG,5600.0,5.6
2387,Best of the Best II,1993-03-05,R,5400.0,5.6
2388,The Thief and the Cobbler,1995-08-25,G,3700.0,7.1
2389,My Boyfriend's Back,1993-08-06,PG-13,4300.0,5.4
2390,Warlock: The Armageddon,1993-09-24,R,5700.0,5.4
2391,The Scent of Green Papaya,1994-01-28,Not Rated,8300.0,7.4
2392,Kika,1994-05-06,Unrated,13000.0,6.5
2393,Wide Sargasso Sea,1993-04-16,NC-17,1900.0,5.7
2394,Iron Monkey,2001-10-12,PG-13,16000.0,7.5
2395,Mr. Nanny,1993-10-08,PG,8900.0,3.8
2396,The Real McCoy,1993-09-10,PG-13,8500.0,5.5
2397,3 Ninjas: Knuckle Up,1995-04-07,PG-13,5400.0,4.3
2398,Father Hood,1993-08-27,PG-13,2900.0,4.9
2399,"Faraway, So Close!",1993-12-21,PG-13,7800.0,7.3
2400,Dangerous Game,1993-11-19,R,3600.0,5.6
2401,Deadfall,1993-10-08,R,3000.0,4.0
2402,A Home of Our Own,1993-11-05,PG,3000.0,7.1
2403,A Far Off Place,1993-03-12,PG,3400.0,6.6
2404,Guilty as Sin,1993-06-04,R,4900.0,5.6
2405,The Wedding Banquet,1993-08-04,R,14000.0,7.6
2406,Another Stakeout,1993-07-23,PG-13,13000.0,5.6
2407,Aspen Extreme,1993-01-22,PG-13,2800.0,6.0
2408,Suture,1994-08-24,Not Rated,1800.0,6.6
2409,Blink,1994-01-26,R,8000.0,6.2
2410,Where the Rivers Flow North,1994-03-04,PG-13,464.0,6.7
2411,Sugar Hill,1994-02-25,R,4300.0,5.9
2412,Man's Best Friend,1993-11-19,R,4100.0,5.2
2413,Mr. Jones,1993-10-08,R,6900.0,5.8
2414,Carnosaur,1993-05-21,R,3700.0,3.6
2415,Mr. Wonderful,1993-10-15,PG-13,3200.0,5.9
2416,Cop & ½,1993-04-02,PG,8300.0,4.1
2417,Madadayo,1993-04-17,R,5100.0,7.3
2418,Caro diario,1994-09-30,Unrated,7400.0,7.3
2419,Jack the Bear,1993-04-02,PG-13,3900.0,6.5
2420,Money for Nothing,1993-09-10,R,3700.0,5.7
2421,Naked in New York,1994-04-13,R,1600.0,5.6
2422,Son of the Pink Panther,1993-08-27,PG,5000.0,3.9
2423,Jung on zo,1993-06-24,R,6100.0,6.8
2424,Totally F***ed Up,1995-01-13,Unrated,3000.0,6.4
2425,"Bodies, Rest & Motion",1993-04-09,R,2200.0,5.7
2426,House of Cards,1993-06-25,PG-13,2600.0,6.2
2427,Bhaji on the Beach,1994-05-01,R,1100.0,6.4
2428,Silent Tongue,1995-01-27,PG-13,1100.0,5.3
2429,Amos & Andrew,1993-03-05,PG-13,8600.0,5.7
2430,Splitting Heirs,1993-04-30,PG-13,4100.0,5.5
2431,Born Yesterday,1993-03-26,PG,3700.0,5.2
2432,Mother's Boys,1994-03-18,R,3000.0,5.4
2433,The Nutcracker,1993-11-24,G,1900.0,5.9
2434,Philadelphia Experiment II,1994-06-04,PG-13,1900.0,4.5
2435,Blue,1993-12-03,Not Rated,2100.0,7.3
2436,Fear of a Black Hat,1994-06-03,R,3900.0,7.2
2437,Ed and His Dead Mother,1993-11-17,PG-13,1900.0,6.0
2438,Boiling Point,1993-04-16,R,5700.0,5.0
2439,A Dangerous Woman,1993-12-03,R,1600.0,5.8
2440,Josh and S.A.M.,1993-11-24,PG-13,1400.0,5.7
2441,Ethan Frome,1993-03-12,PG,2000.0,6.2
2442,The Night We Never Met,1993-04-30,R,2400.0,6.0
2443,The Shawshank Redemption,1994-10-14,R,2400000.0,9.3
2444,Pulp Fiction,1994-10-14,R,1900000.0,8.9
2445,Forrest Gump,1994-07-06,PG-13,1900000.0,8.8
2446,Léon: The Professional,1994-11-18,R,1100000.0,8.5
2447,True Lies,1994-07-15,R,243000.0,7.2
2448,The Lion King,1994-06-24,G,970000.0,8.5
2449,The Mask,1994-07-29,PG-13,357000.0,6.9
2450,Speed,1994-06-10,R,339000.0,7.2
2451,Stargate,1994-10-28,PG-13,180000.0,7.1
2452,The Little Rascals,1994-08-05,PG,45000.0,6.3
2453,Dumb and Dumber,1994-12-16,PG-13,361000.0,7.3
2454,Legends of the Fall,1995-01-13,R,154000.0,7.5
2455,Natural Born Killers,1994-08-26,R,222000.0,7.3
2456,The Crow,1994-05-13,R,170000.0,7.6
2457,Interview with the Vampire: the Vampire Chronicles,1994-11-11,R,301000.0,7.5
2458,Four Weddings and a Funeral,1994-04-15,R,144000.0,7.1
2459,The Flintstones,1994-05-27,PG,77000.0,4.9
2460,Ace Ventura: Pet Detective,1994-02-04,PG-13,284000.0,6.9
2461,Little Women,1994-12-25,PG,54000.0,7.3
2462,Street Fighter,1994-12-23,PG-13,67000.0,4.0
2463,Chungking Express,1996-03-08,PG-13,69000.0,8.1
2464,Clear and Present Danger,1994-08-03,PG-13,93000.0,6.9
2465,D2: The Mighty Ducks,1994-03-25,PG,38000.0,6.1
2466,Heavenly Creatures,1994-10-14,R,60000.0,7.3
2467,Clerks,1994-11-09,R,214000.0,7.7
2468,Camp Nowhere,1994-08-26,PG,9100.0,6.1
2469,Maverick,1994-05-20,PG,104000.0,7.0
2470,Wyatt Earp,1994-06-24,PG-13,47000.0,6.7
2471,The Last Seduction,1994-10-26,R,22000.0,7.1
2472,"The Adventures of Priscilla, Queen of the Desert",1994-08-10,R,48000.0,7.5
2473,Little Giants,1994-10-14,PG,27000.0,6.4
2474,Ed Wood,1994-10-07,R,168000.0,7.8
2475,Star Trek: Generations,1994-11-18,PG,78000.0,6.6
2476,Disclosure,1994-12-09,R,48000.0,6.1
2477,Angels in the Outfield,1994-07-15,PG,30000.0,6.2
2478,In the Mouth of Madness,1995-02-03,R,64000.0,7.2
2479,Richie Rich,1994-12-21,PG,66000.0,5.4
2480,Beverly Hills Cop III,1994-05-25,R,78000.0,5.6
2481,Reality Bites,1994-02-18,PG-13,47000.0,6.6
2482,Naked Gun 33 1/3: the Final Insult,1994-03-18,PG-13,100000.0,6.5
2483,Sirens,1994-03-25,R,10000.0,5.9
2484,Three Colors: Red,1994-11-23,R,94000.0,8.1
2485,Junior,1994-11-23,PG-13,66000.0,4.6
2486,New Nightmare,1994-10-14,R,53000.0,6.5
2487,Baby's Day Out,1994-07-01,PG,48000.0,6.2
2488,The River Wild,1994-09-30,PG-13,43000.0,6.4
2489,Airheads,1994-08-05,PG-13,47000.0,6.1
2490,Texas Chainsaw Massacre: The Next Generation,1994-01-01,R,21000.0,3.3
2491,The Next Karate Kid,1994-09-09,PG,28000.0,4.5
2492,Blown Away,1994-07-01,R,29000.0,6.2
2493,Color of Night,1994-08-19,R,23000.0,5.2
2494,North,1994-07-22,PG,13000.0,4.5
2495,Muriel's Wedding,1995-03-31,R,37000.0,7.2
2496,The Client,1994-07-20,PG-13,62000.0,6.7
2497,Blank Check,1994-02-11,PG,19000.0,5.3
2498,It Could Happen to You,1994-07-29,PG,37000.0,6.4
2499,Only You,1994-10-07,PG,21000.0,6.5
2500,Once Were Warriors,1995-03-03,R,32000.0,7.9
2501,Wolf,1994-06-17,R,54000.0,6.2
2502,Mary Shelley's Frankenstein,1994-11-04,R,53000.0,6.4
2503,Exit to Eden,1994-10-14,R,6600.0,4.3
2504,The Jungle Book,1994-12-25,PG,17000.0,6.0
2505,The Hudsucker Proxy,1994-03-11,PG,78000.0,7.2
2506,Timecop,1994-09-16,R,57000.0,5.9
2507,The Santa Clause,1994-11-11,PG,102000.0,6.5
2508,The Specialist,1994-10-07,R,63000.0,5.6
2509,The Pagemaster,1994-11-23,G,22000.0,6.1
2510,Shallow Grave,1995-02-10,R,58000.0,7.3
2511,Serial Mom,1994-04-13,R,28000.0,6.8
2512,Bad Girls,1994-04-22,R,12000.0,5.2
2513,The Shadow,1994-07-01,PG-13,24000.0,6.1
2514,When a Man Loves a Woman,1994-05-13,R,21000.0,6.6
2515,Blue Sky,1994-09-16,PG-13,7000.0,6.4
2516,Quiz Show,1994-10-07,PG-13,66000.0,7.5
2517,Surviving the Game,1994-04-15,R,11000.0,6.2
2518,My Father the Hero,1994-02-04,PG,11000.0,5.5
2519,Nell,1994-12-23,PG-13,28000.0,6.5
2520,Three Colors: White,1994-06-10,R,67000.0,7.6
2521,My Girl 2,1994-02-11,PG,19000.0,5.3
2522,Chasers,1994-04-22,R,5900.0,5.1
2523,The Getaway,1994-02-11,R,17000.0,5.8
2524,Major League II,1994-03-30,PG,25000.0,5.6
2525,Torment,1994-11-01,Not Rated,4500.0,7.1
2526,Don Juan DeMarco,1995-04-07,PG-13,49000.0,6.7
2527,Exotica,1995-03-24,R,19000.0,7.1
2528,Clifford,1994-04-01,PG,7100.0,5.5
2529,Thumbelina,1994-03-30,G,16000.0,6.4
2530,Double Dragon,1994-11-04,PG-13,12000.0,3.8
2531,Death and the Maiden,1995-01-27,R,23000.0,7.3
2532,PCU,1994-04-29,PG-13,12000.0,6.6
2533,The Postman,1996-03-22,PG,34000.0,7.7
2534,8 Seconds,1994-02-25,PG-13,4900.0,6.6
2535,The Madness of King George,1994-12-28,PG-13,16000.0,7.2
2536,Of Love and Shadows,1996-05-10,R,2000.0,5.1
2537,Nobody's Fool,1995-01-13,R,19000.0,7.4
2538,Wagons East,1994-08-26,PG-13,5200.0,4.8
2539,The Secret of Roan Inish,1995-02-03,PG,7400.0,7.5
2540,Above the Rim,1994-03-23,R,15000.0,6.6
2541,Greedy,1994-03-04,PG-13,13000.0,6.3
2542,With Honors,1994-04-29,PG-13,14000.0,6.7
2543,Police Academy: Mission to Moscow,1994-08-26,PG,32000.0,3.5
2544,Little Big League,1994-06-29,PG,10000.0,6.1
2545,On Deadly Ground,1994-02-18,R,23000.0,4.6
2546,Ready to Wear,1994-12-25,R,15000.0,5.2
2547,Bullets Over Broadway,1995-02-24,R,36000.0,7.4
2548,Queen Margot,1994-12-09,R,17000.0,7.4
2549,Crooklyn,1994-05-13,PG-13,9700.0,7.0
2550,Spanking the Monkey,1994-07-15,Unrated,6000.0,6.3
2551,The Legend of Drunken Master,2000-10-20,R,44000.0,7.6
2552,Intersection,1994-01-21,R,7900.0,5.4
2553,Sister My Sister,1995-07-14,R,3200.0,6.6
2554,Miracle on 34th Street,1994-11-18,PG,33000.0,6.5
2555,The Swan Princess,1994-11-18,G,23000.0,6.5
2556,Threesome,1994-04-08,R,13000.0,6.3
2557,The War,1994-11-04,PG-13,12000.0,6.8
2558,The Chase,1994-03-04,PG-13,18000.0,5.8
2559,Milk Money,1994-08-31,PG-13,12000.0,5.6
2560,Renaissance Man,1994-06-03,PG-13,17000.0,6.2
2561,S.F.W.,1995-01-20,R,4800.0,5.8
2562,Jason's Lyric,1994-09-28,R,3800.0,6.6
2563,Immortal Beloved,1995-01-27,R,24000.0,7.4
2564,Eat Drink Man Woman,1994-08-03,Not Rated,19000.0,7.8
2565,Blue Chips,1994-02-18,PG-13,13000.0,6.2
2566,The Cowboy Way,1994-06-03,PG-13,7900.0,5.9
2567,No Escape,1994-04-29,R,19000.0,6.1
2568,The Road to Wellville,1994-10-28,R,12000.0,5.9
2569,Andre,1994-08-17,PG,6500.0,5.7
2570,Highlander: The Final Dimension,1995-01-27,PG-13,20000.0,4.5
2571,Cemetery Man,1996-04-26,R,20000.0,7.1
2572,Death Machine,1995-05-26,R,4000.0,5.6
2573,Ashes of Time,1994-09-17,R,14000.0,7.1
2574,Brainscan,1994-04-22,R,11000.0,6.1
2575,Cabin Boy,1994-01-07,PG-13,8200.0,5.3
2576,Guarding Tess,1994-03-11,PG-13,16000.0,6.2
2577,Black Beauty,1994-07-29,G,9500.0,6.6
2578,Iron Will,1994-01-14,PG,7900.0,6.6
2579,Drop Zone,1994-12-09,R,19000.0,5.6
2580,Through the Olive Trees,1995-01-25,G,7100.0,7.8
2581,To Live,1994-12-16,Not Rated,17000.0,8.3
2582,In the Army Now,1994-08-12,PG,13000.0,5.0
2583,Trapped in Paradise,1994-12-02,PG-13,13000.0,5.9
2584,Death Wish: The Face of Death,1994-01-14,R,7200.0,4.9
2585,City Slickers II: the Legend of Curly's Gold,1994-06-10,PG-13,19000.0,5.5
2586,"Corrina, Corrina",1994-08-26,PG,13000.0,6.6
2587,The Ref,1994-03-11,R,24000.0,6.9
2588,I.Q.,1994-12-25,PG,24000.0,6.2
2589,3 Ninjas Kick Back,1994-05-06,PG,8600.0,4.6
2590,It's Pat: the Movie,1994-11-25,PG-13,9500.0,2.7
2591,The Favor,1994-04-29,R,2700.0,5.2
2592,The Paper,1994-03-25,R,13000.0,6.6
2593,Terminal Velocity,1994-09-23,PG-13,13000.0,5.5
2594,China Moon,1994-03-04,R,6200.0,6.3
2595,Cops and Robbersons,1994-04-15,PG,6400.0,5.2
2596,Little Odessa,1995-05-19,R,7600.0,6.7
2597,Lassie,1994-07-22,PG,5400.0,5.9
2598,Monkey Trouble,1994-03-18,PG,6500.0,5.3
2599,Fresh,1994-09-02,R,12000.0,7.6
2600,The Puppet Masters,1994-10-21,R,8500.0,5.9
2601,The Scout,1994-09-30,PG-13,6000.0,5.4
2602,Backbeat,1994-04-15,R,5900.0,6.7
2603,Leprechaun 2,1994-04-08,R,9300.0,4.6
2604,Love Affair,1994-10-21,PG-13,4500.0,6.0
2605,Mixed Nuts,1994-12-21,PG-13,11000.0,5.4
2606,Silent Fall,1994-10-28,R,3700.0,5.9
2607,House Party 3,1994-01-12,R,4800.0,4.7
2608,The Air Up There,1994-01-07,PG,8500.0,5.5
2609,Sleep with Me,1994-11-02,R,2500.0,5.7
2610,Princess Caraboo,1994-09-16,PG,2500.0,6.0
2611,A Low Down Dirty Shame,1994-11-23,R,6700.0,6.0
2612,Lightning Jack,1994-03-11,PG-13,6500.0,5.5
2613,A Pure Formality,1995-05-26,PG-13,11000.0,7.7
2614,Swimming with Sharks,1995-04-21,R,22000.0,7.1
2615,I Love Trouble,1994-06-29,PG,12000.0,5.3
2616,A Troll in Central Park,1994-10-07,G,6300.0,5.4
2617,Mosquito,1994-11-21,R,2200.0,4.7
2618,Blankman,1994-08-19,PG-13,9200.0,5.0
2619,Trading Mom,1994-05-13,PG,1800.0,5.6
2620,A Simple Twist of Fate,1994-09-02,PG-13,5200.0,6.3
2621,Farinelli,1995-03-17,R,6500.0,6.8
2622,Priest,1995-03-24,R,9800.0,7.1
2623,Mrs. Parker and the Vicious Circle,1994-11-23,R,4300.0,6.4
2624,Barcelona,1994-07-29,PG-13,5800.0,7.0
2625,Pred dozhdot,1995-02-24,Not Rated,14000.0,8.0
2626,Burnt by the Sun,1995-04-21,R,15000.0,7.9
2627,War of the Buttons,1995-09-29,PG,4100.0,7.4
2628,There Goes My Baby,1994-09-02,R,1000.0,6.4
2629,The Sum of Us,1995-03-08,R,5200.0,7.3
2630,Radioland Murders,1994-10-21,PG,3400.0,6.2
2631,The Inkwell,1994-04-22,R,1400.0,6.4
2632,Being Human,1994-05-06,PG-13,3800.0,5.4
2633,Jimmy Hollywood,1994-03-30,R,3100.0,5.3
2634,Holy Matrimony,1994-04-08,PG-13,1400.0,5.1
2635,Tom & Viv,1994-12-02,PG-13,1600.0,6.3
2636,Squanto: A Warrior's Tale,1994-10-28,PG,1100.0,6.0
2637,My Summer Story,1994-09-23,PG,1500.0,5.6
2638,Getting Even with Dad,1994-06-17,PG,7600.0,4.8
2639,River of Grass,1995-10-13,Not Rated,1800.0,6.6
2640,Rapa Nui,1994-09-09,R,4700.0,6.4
2641,The Browning Version,1994-10-12,R,3100.0,7.2
