,name,released_date,rating,votes,score
6182,Thanks for Sharing,2013-09-14,R,27000.0,6.4
6183,Starlet,2013-05-09,Not Rated,7200.0,6.9
6184,The Angels' Share,2012-06-01,R,24000.0,7.0
6185,Universal Soldier: Day of Reckoning,2012-10-25,R,20000.0,5.0
6186,Promised Land,2013-01-04,R,37000.0,6.6
6187,Beasts of the Southern Wild,2012-07-05,PG-13,82000.0,7.3
6188,Red Tails,2012-01-20,PG-13,34000.0,5.9
6189,In the House,2012-10-10,R,31000.0,7.4
6190,The Cold Light of Day,2012-09-07,PG-13,36000.0,4.9
6191,The Apparition,2012-08-24,PG-13,19000.0,4.1
6192,To the Wonder,2013-02-22,R,28000.0,5.9
6193,Lockout,2012-04-13,PG-13,96000.0,6.1
6194,Chasing Mavericks,2012-10-26,PG,31000.0,7.1
6195,One for the Money,2012-01-27,PG-13,41000.0,5.3
6196,Bachelorette,2012-09-06,R,46000.0,5.3
6197,Lay the Favorite,2012-06-22,R,11000.0,4.8
6198,Kahaani,2012-03-09,Not Rated,59000.0,8.1
6199,Parental Guidance,2012-12-25,PG,25000.0,6.0
6200,The Raven,2012-04-27,R,83000.0,6.4
6201,Liberal Arts,2012-10-05,PG-13,37000.0,6.7
6202,Stolen,2012-09-06,R,44000.0,5.5
6203,Kon-Tiki,2013-04-26,PG-13,47000.0,7.2
6204,Paranormal Activity 4,2012-10-19,R,63000.0,4.6
6205,Quartet,2013-03-01,PG-13,19000.0,6.8
6206,28 Hotel Rooms,2012-11-09,Not Rated,3200.0,5.8
6207,Playing for Keeps,2012-12-07,PG-13,29000.0,5.7
6208,Upside Down,2013-05-01,PG-13,70000.0,6.4
6209,Great Expectations,2013-11-08,PG-13,13000.0,6.4
6210,The Odd Life of Timothy Green,2012-08-15,PG,46000.0,6.6
6211,Premium Rush,2012-08-24,PG-13,111000.0,6.5
6212,Not Fade Away,2013-07-19,R,4400.0,6.0
6213,Disconnect,2013-07-05,R,74000.0,7.5
6214,Sightseers,2013-05-10,Not Rated,27000.0,6.5
6215,The Pirates! Band of Misfits,2012-04-27,PG,46000.0,6.7
6216,Chernobyl Diaries,2012-05-25,R,65000.0,5.0
6217,Celeste & Jesse Forever,2012-08-03,R,30000.0,6.6
6218,Talaash,2012-11-30,Not Rated,40000.0,7.2
6219,Hope Springs,2012-08-08,PG-13,42000.0,6.3
6220,People Like Us,2012-06-29,PG-13,42000.0,7.1
6221,The ABCs of Death,2013-04-26,Not Rated,18000.0,4.7
6222,Into the White,2013-04-12,R,20000.0,7.2
6223,The Sweeney,2013-03-01,R,19000.0,6.1
6224,Vamps,2012-11-02,PG-13,9700.0,5.2
6225,Barfi!,2012-09-14,Not Rated,78000.0,8.1
6226,Bel Ami,2012-03-09,R,18000.0,5.4
6227,Unfinished Song,2013-02-22,PG-13,7400.0,7.0
6228,A Thousand Words,2012-03-09,PG-13,41000.0,5.9
6229,Like Someone in Love,2012-09-15,Not Rated,11000.0,7.0
6230,Escape from Planet Earth,2013-02-15,PG,25000.0,5.9
6231,The Reluctant Fundamentalist,2013-05-17,R,14000.0,6.9
6232,Much Ado About Nothing,2013-06-14,PG-13,16000.0,7.1
6233,Ginger & Rosa,2012-10-19,PG-13,11000.0,6.3
6234,"For a Good Time, Call...",2012-11-02,R,16000.0,6.0
6235,Big Miracle,2012-02-03,PG,19000.0,6.5
6236,What Maisie Knew,2013-05-03,R,27000.0,7.4
6237,The Devil Inside,2012-01-06,R,35000.0,4.2
6238,Cocktail,2012-07-13,Not Rated,14000.0,6.3
6239,Fun Size,2012-10-26,PG-13,14000.0,5.4
6240,"Farewell, My Queen",2012-03-21,R,8200.0,6.2
6241,The Magic of Belle Isle,2012-07-06,PG,18000.0,7.0
6242,Robot & Frank,2012-09-19,PG-13,63000.0,7.1
6243,The Wolf of Wall Street,2013-12-25,R,1200000.0,8.2
6244,Iron Man 3,2013-05-03,PG-13,779000.0,7.1
6245,The Conjuring,2013-07-19,R,464000.0,7.5
6246,Prisoners,2013-09-20,R,625000.0,8.1
6247,Thor: The Dark World,2013-11-08,PG-13,618000.0,6.8
6248,The Purge,2013-06-07,R,209000.0,5.7
6249,Grown Ups 2,2013-07-12,PG-13,144000.0,5.4
6250,Fast & Furious 6,2013-05-24,PG-13,377000.0,7.0
6251,Gravity,2013-10-04,PG-13,784000.0,7.7
6252,About Time,2013-11-08,R,317000.0,7.8
6253,The Hobbit: The Desolation of Smaug,2013-12-13,PG-13,615000.0,7.8
6254,Man of Steel,2013-06-14,PG-13,721000.0,7.0
6255,Under the Skin,2014-03-14,R,134000.0,6.3
6256,Blue Is the Warmest Colour,2013-10-09,NC-17,142000.0,7.7
6257,Only Lovers Left Alive,2013-12-25,R,94000.0,7.3
6258,Her,2014-01-10,R,559000.0,8.0
6259,Snowpiercer,2014-07-11,R,335000.0,7.1
6260,We're the Millers,2013-08-07,R,415000.0,7.0
6261,Kick-Ass 2,2013-08-16,R,259000.0,6.5
6262,Frozen,2013-11-27,PG,585000.0,7.4
6263,The Great Gatsby,2013-05-10,PG-13,494000.0,7.2
6264,American Hustle,2013-12-20,R,458000.0,7.2
6265,The Green Inferno,2015-09-25,R,41000.0,5.3
6266,Rush,2013-09-27,R,446000.0,8.1
6267,Monsters University,2013-06-21,G,332000.0,7.2
6268,Don Jon,2013-09-27,R,232000.0,6.5
6269,Now You See Me,2013-05-31,PG-13,612000.0,7.2
6270,Oblivion,2013-04-19,PG-13,495000.0,7.0
6271,Identity Thief,2013-02-08,R,128000.0,5.7
6272,Nymphomaniac: Vol. I,2014-03-06,Not Rated,119000.0,6.9
6273,Star Trek Into Darkness,2013-05-16,PG-13,468000.0,7.7
6274,The Hunger Games: Catching Fire,2013-11-22,PG-13,626000.0,7.5
6275,Homefront,2013-11-27,R,113000.0,6.5
6276,Movie 43,2013-01-25,R,101000.0,4.3
6277,World War Z,2013-06-21,PG-13,618000.0,7.0
6278,12 Years a Slave,2013-11-08,R,657000.0,8.1
6279,G.I. Joe: Retaliation,2013-03-28,PG-13,176000.0,5.8
6280,Dallas Buyers Club,2013-11-22,R,455000.0,8.0
6281,The Secret Life of Walter Mitty,2013-12-25,PG,300000.0,7.3
6282,Pacific Rim,2013-07-12,PG-13,475000.0,6.9
6283,The Croods,2013-03-22,PG,199000.0,7.2
6284,This Is the End,2013-06-12,R,391000.0,6.6
6285,The Way Way Back,2013-07-26,PG-13,143000.0,7.4
6286,The Internship,2013-06-07,PG-13,193000.0,6.3
6287,Elysium,2013-08-09,R,426000.0,6.6
6288,Hansel & Gretel: Witch Hunters,2013-01-25,R,198000.0,6.1
6289,Captain Phillips,2013-10-11,PG-13,432000.0,7.8
6290,Evil Dead,2013-04-05,R,160000.0,6.5
6291,White House Down,2013-06-28,PG-13,211000.0,6.3
6292,Enemy,2014-02-06,R,175000.0,6.9
6293,Olympus Has Fallen,2013-03-22,R,263000.0,6.5
6294,Lone Survivor,2014-01-10,R,272000.0,7.5
6295,Oz the Great and Powerful,2013-03-08,PG,201000.0,6.3
6296,Pain & Gain,2013-04-26,R,205000.0,6.4
6297,Oldboy,2013-11-27,R,71000.0,5.7
6298,Out of the Furnace,2013-12-06,R,110000.0,6.8
6299,Coherence,2014-08-06,Not Rated,115000.0,7.2
6300,Ender's Game,2013-11-01,PG-13,228000.0,6.6
6301,Anchorman 2: the Legend Continues,2013-12-18,PG-13,172000.0,6.3
6302,The World's End,2013-08-23,R,266000.0,7.0
6303,Stoker,2013-03-01,R,105000.0,6.8
6304,The Mortal Instruments: City of Bones,2013-08-21,PG-13,129000.0,5.9
6305,Mama,2013-01-18,PG-13,172000.0,6.2
6306,Riddick,2013-09-06,R,157000.0,6.4
6307,A Good Day to Die Hard,2013-02-14,R,201000.0,5.3
6308,Escape Plan,2013-10-18,R,232000.0,6.7
6309,The Wolverine,2013-07-26,PG-13,439000.0,6.7
6310,Texas Chainsaw,2013-01-04,R,47000.0,4.8
6311,Despicable Me 2,2013-07-03,PG,377000.0,7.3
6312,47 Ronin,2013-12-25,PG-13,152000.0,6.3
6313,Adore,2013-04-03,R,33000.0,6.2
6314,Machete Kills,2013-10-11,R,76000.0,5.6
6315,Warm Bodies,2013-02-01,PG-13,223000.0,6.8
6316,Percy Jackson: Sea of Monsters,2013-08-07,PG,113000.0,5.8
6317,Blue Jasmine,2013-08-23,PG-13,195000.0,7.3
6318,Nymphomaniac: Vol. II,2014-03-20,Not Rated,88000.0,6.7
6319,Safe Haven,2013-02-14,PG-13,106000.0,6.7
6320,Gangster Squad,2013-01-11,R,209000.0,6.7
6321,August: Osage County,2014-01-10,R,87000.0,7.2
6322,Locke,2014-04-18,R,140000.0,7.1
6323,Before Midnight,2013-06-14,R,146000.0,7.9
6324,Young & Beautiful,2014-04-25,Not Rated,33000.0,6.7
6325,Begin Again,2014-07-11,R,147000.0,7.4
6326,Oculus,2014-04-11,R,120000.0,6.5
6327,Big Bad Wolves,2013-08-15,Not Rated,16000.0,6.8
6328,The Counselor,2013-10-25,R,98000.0,5.3
6329,Parker,2013-01-25,R,118000.0,6.2
6330,The Call,2013-03-15,R,115000.0,6.7
6331,Scary Movie V,2013-04-12,PG-13,67000.0,3.5
6332,R.I.P.D.,2013-07-19,PG-13,123000.0,5.6
6333,Inside Llewyn Davis,2014-01-10,R,144000.0,7.5
6334,The To Do List,2013-07-26,R,38000.0,5.8
6335,Carrie,2013-10-18,R,135000.0,5.9
6336,The Lone Ranger,2013-07-03,PG-13,225000.0,6.4
6337,The Host,2013-03-29,PG-13,112000.0,5.9
6338,Turbo,2013-07-17,PG,88000.0,6.4
6339,What If,2014-08-15,PG-13,73000.0,6.8
6340,2 Guns,2013-08-02,R,201000.0,6.7
6341,Enough Said,2013-10-11,PG-13,60000.0,7.0
6342,Side Effects,2013-02-08,R,183000.0,7.1
6343,The Heat,2013-06-28,R,165000.0,6.6
6344,Insidious: Chapter 2,2013-09-13,PG-13,160000.0,6.6
6345,Redemption,2013-06-28,R,68000.0,6.2
6346,Belle,2014-06-13,PG,29000.0,7.3
6347,Horns,2014-10-03,R,80000.0,6.5
6348,After Earth,2013-05-31,PG-13,194000.0,4.8
6349,Lee Daniels' The Butler,2013-08-16,PG-13,111000.0,7.2
6350,Only God Forgives,2013-05-22,R,109000.0,5.7
6351,RED 2,2013-07-19,PG-13,163000.0,6.6
6352,Blood Ties,2013-10-30,R,19000.0,6.5
6353,The Great Beauty,2014-03-14,Not Rated,83000.0,7.8
6354,Dead Man Down,2013-03-08,R,65000.0,6.5
6355,The Spectacular Now,2013-09-13,R,147000.0,7.1
6356,42,2013-04-12,PG-13,89000.0,7.5
6357,The Best Offer,2014-01-01,R,112000.0,7.8
6358,The Last Stand,2013-01-18,R,135000.0,6.3
6359,Filth,2014-04-24,R,104000.0,7.1
6360,The Grand Seduction,2014-05-30,PG-13,16000.0,7.0
6361,I Spit on Your Grave 2,2013-09-05,R,28000.0,5.7
6362,Short Term 12,2013-08-23,R,84000.0,8.0
6363,Saving Mr. Banks,2013-12-20,PG-13,155000.0,7.5
6364,The Book Thief,2013-11-27,PG-13,130000.0,7.5
6365,The Hangover Part III,2013-05-23,R,299000.0,5.8
6366,Lovelace,2013-08-08,R,39000.0,6.2
6367,The Bling Ring,2013-06-21,R,85000.0,5.6
6368,The Family,2013-09-13,R,113000.0,6.3
6369,The Wind Rises,2014-02-21,PG-13,77000.0,7.8
6370,Life of Crime,2014-08-29,R,18000.0,5.8
6371,Beautiful Creatures,2013-02-14,PG-13,85000.0,6.1
6372,Joe,2014-04-11,R,46000.0,6.9
6373,Delivery Man,2013-11-22,PG-13,76000.0,6.4
6374,Afternoon Delight,2013-09-15,R,10000.0,5.7
6375,Grudge Match,2013-12-25,PG-13,59000.0,6.4
6376,Planes,2013-08-09,PG,43000.0,5.7
6377,Cloudy with a Chance of Meatballs 2,2013-09-27,PG,94000.0,6.4
6378,Jack the Giant Slayer,2013-03-01,PG-13,134000.0,6.2
6379,Blue Ruin,2014-07-09,R,69000.0,7.1
6380,Epic,2013-05-24,PG,101000.0,6.7
6381,Dark Skies,2013-02-22,PG-13,73000.0,6.3
6382,Nebraska,2014-01-24,R,114000.0,7.7
6383,The Kings of Summer,2013-08-23,R,79000.0,7.1
6384,Bhaag Milkha Bhaag,2013-07-12,Not Rated,63000.0,8.2
6385,Labor Day,2014-01-31,PG-13,44000.0,6.9
6386,Trance,2013-03-27,R,111000.0,6.9
6387,Broken City,2013-01-18,R,78000.0,6.2
6388,The Zero Theorem,2014-08-19,R,46000.0,6.1
6389,All Is Lost,2013-10-25,PG-13,78000.0,6.9
6390,Anna,2014-01-24,R,22000.0,6.5
6391,Third Person,2014-11-14,R,27000.0,6.3
6392,One Chance,2013-10-25,PG-13,12000.0,6.8
6393,The Grandmaster,2013-08-30,PG-13,32000.0,6.6
6394,The Incredible Burt Wonderstone,2013-03-15,PG-13,71000.0,5.9
6395,Austenland,2013-09-27,PG-13,20000.0,6.3
6396,The Big Wedding,2013-04-26,R,48000.0,5.6
6397,Kill Your Darlings,2013-09-19,R,36000.0,6.5
6398,Snitch,2013-02-22,PG-13,85000.0,6.4
6399,The Smurfs 2,2013-07-31,PG,39000.0,5.3
6400,Last Vegas,2013-11-01,PG-13,130000.0,6.6
6401,Fruitvale Station,2013-07-26,R,78000.0,7.5
6402,Palo Alto,2014-05-09,R,28000.0,6.2
6403,Bad Grandpa,2013-10-25,R,90000.0,6.5
6404,Philomena,2013-11-27,PG-13,96000.0,7.6
6405,The Canyons,2013-08-02,R,11000.0,3.8
6406,Jobs,2013-08-16,PG-13,95000.0,6.0
6407,Europa Report,2013-06-27,PG-13,68000.0,6.4
6408,The Immigrant,2014-05-23,R,31000.0,6.6
6409,I Give It a Year,2013-02-08,R,36000.0,5.7
6410,Starred Up,2014-08-26,Not Rated,44000.0,7.4
6411,21 & Over,2013-03-01,R,73000.0,5.8
6412,The Inevitable Defeat of Mister & Pete,2013-01-25,R,5300.0,7.5
6413,Romeo and Juliet,2013-01-01,PG-13,11000.0,5.8
6414,Runner Runner,2013-10-04,R,61000.0,5.6
6415,A Haunted House,2013-01-11,R,45000.0,5.0
6416,The Tale of The Princess Kaguya,2013-11-23,PG,41000.0,8.0
6417,The Double,2014-04-04,R,48000.0,6.5
6418,Yeh Jawaani Hai Deewani,2013-05-31,Not Rated,40000.0,7.2
6419,How I Live Now,2013-10-04,R,29000.0,6.5
6420,Upstream Color,2013-08-30,Not Rated,32000.0,6.7
6421,Parkland,2013-10-02,PG-13,15000.0,6.4
6422,A Field in England,2013-07-05,Not Rated,12000.0,6.3
6423,In Secret,2014-04-03,R,8000.0,6.1
6424,Paranoia,2013-08-16,PG-13,36000.0,5.7
6425,The Past,2013-05-17,PG-13,46000.0,7.7
6426,Breathe In,2013-07-19,R,14000.0,6.4
6427,V/H/S/2,2013-06-06,R,37000.0,6.0
6428,Knights of Badassdom,2014-04-11,R,20000.0,5.6
6429,The Congress,2014-07-24,Not Rated,18000.0,6.5
6430,The Fifth Estate,2013-10-18,R,40000.0,6.2
6431,Ida,2013-10-25,PG-13,55000.0,7.4
6432,The Love Punch,2014-05-23,PG-13,14000.0,5.8
6433,Tracks,2014-03-06,PG-13,29000.0,7.2
6434,Bad Words,2014-03-28,R,48000.0,6.6
6435,In a World...,2013-09-13,R,31000.0,6.7
6436,Ain't Them Bodies Saints,2013-08-16,R,21000.0,6.4
6437,Man of Tai Chi,2013-07-05,R,36000.0,6.1
6438,The East,2013-06-28,PG-13,49000.0,6.8
6439,The Lunchbox,2013-09-20,PG,52000.0,7.8
6440,New World,2013-02-21,Not Rated,21000.0,7.6
6441,Charlie Countryman,2013-09-13,R,28000.0,6.4
6442,Getaway,2013-08-30,PG-13,23000.0,4.4
6443,Guardians of the Galaxy,2014-08-01,PG-13,1100000.0,8.0
6444,Interstellar,2014-11-07,PG-13,1600000.0,8.6
6445,John Wick,2014-10-24,R,565000.0,7.4
6446,Edge of Tomorrow,2014-06-06,PG-13,620000.0,7.9
6447,Gone Girl,2014-10-03,R,893000.0,8.1
6448,Captain America: The Winter Soldier,2014-04-04,PG-13,764000.0,7.7
6449,The Grand Budapest Hotel,2014-03-28,R,734000.0,8.1
6450,Whiplash,2014-10-15,R,749000.0,8.5
6451,Kingsman: The Secret Service,2015-02-13,R,607000.0,7.7
6452,Ex Machina,2015-04-24,R,493000.0,7.7
6453,Divergent,2014-03-21,PG-13,435000.0,6.6
6454,Nightcrawler,2014-10-31,R,486000.0,7.8
6455,The Hobbit: The Battle of the Five Armies,2014-12-17,PG-13,487000.0,7.4
6456,The Equalizer,2014-09-26,R,344000.0,7.2
6457,The Maze Runner,2014-09-19,PG-13,431000.0,6.8
6458,Lucy,2014-07-25,R,460000.0,6.4
6459,Chef,2014-05-30,R,202000.0,7.3
6460,What We Do in the Shadows,2015-02-13,R,164000.0,7.7
6461,The Imitation Game,2014-12-25,PG-13,707000.0,8.0
6462,Fury,2014-10-17,R,442000.0,7.6
6463,X-Men: Days of Future Past,2014-05-23,PG-13,673000.0,7.9
6464,Predestination,2015-01-09,R,262000.0,7.5
6465,The Purge: Anarchy,2014-07-18,R,143000.0,6.4
6466,Birdman or (The Unexpected Virtue of Ignorance),2014-11-14,R,594000.0,7.7
6467,It Follows,2015-03-13,R,217000.0,6.8
6468,Blended,2014-05-23,PG-13,124000.0,6.5
6469,Hercules,2014-07-25,PG-13,149000.0,6.0
6470,The Judge,2014-10-10,R,183000.0,7.4
6471,Annie,2014-12-19,PG,35000.0,5.3
6472,Godzilla,2014-05-16,PG-13,394000.0,6.4
6473,The Giver,2014-08-15,PG-13,114000.0,6.5
6474,300: Rise of an Empire,2014-03-07,R,286000.0,6.2
6475,American Sniper,2015-01-16,R,451000.0,7.3
6476,"Love, Rosie",2014-10-22,R,127000.0,7.2
6477,Big Hero 6,2014-11-07,PG,423000.0,7.8
6478,The Amazing Spider-Man 2,2014-05-02,PG-13,427000.0,6.6
6479,Maleficent,2014-05-30,PG,353000.0,7.0
6480,Into the Woods,2014-12-25,PG,135000.0,5.9
6481,Unbroken,2014-12-25,PG-13,155000.0,7.2
6482,The Lego Movie,2014-02-07,PG,331000.0,7.7
6483,The Hunger Games: Mockingjay - Part 1,2014-11-21,PG-13,424000.0,6.6
6484,Tusk,2014-09-19,R,48000.0,5.3
6485,Night at the Museum: Secret of the Tomb,2014-12-19,PG,111000.0,6.2
6486,The Fault in Our Stars,2014-06-06,PG-13,352000.0,7.7
6487,"As Above, So Below",2014-08-29,R,83000.0,6.2
6488,Annabelle,2014-10-03,R,147000.0,5.4
6489,Boyhood,2014-08-15,R,341000.0,7.9
6490,The Theory of Everything,2014-11-26,PG-13,417000.0,7.7
6491,The Expendables 3,2014-08-15,PG-13,173000.0,6.1
6492,The Interview,2014-12-24,R,313000.0,6.5
6493,The Drop,2014-09-12,R,146000.0,7.1
6494,Transformers: Age of Extinction,2014-06-27,PG-13,302000.0,5.6
6495,Inherent Vice,2015-01-09,R,97000.0,6.7
6496,Neighbors,2014-05-09,R,294000.0,6.3
6497,The Babadook,2014-11-28,Not Rated,203000.0,6.8
6498,Sex Tape,2014-07-18,R,109000.0,5.1
6499,The Other Woman,2014-04-25,PG-13,133000.0,6.0
6500,Wild Tales,2014-08-21,R,184000.0,8.1
6501,Wild,2014-12-19,R,123000.0,7.1
6502,Foxcatcher,2015-01-16,R,137000.0,7.0
6503,The Guest,2014-09-05,R,95000.0,6.7
6504,Teenage Mutant Ninja Turtles,2014-08-08,PG-13,203000.0,5.8
6505,RoboCop,2014-02-12,PG-13,219000.0,6.1
6506,22 Jump Street,2014-06-13,R,354000.0,7.0
6507,Dawn of the Planet of the Apes,2014-07-11,PG-13,419000.0,7.6
6508,Sin City: A Dame to Kill for,2014-08-22,R,155000.0,6.5
6509,Brick Mansions,2014-04-25,PG-13,41000.0,5.7
6510,Vampire Academy,2014-02-07,PG-13,53000.0,5.5
6511,The Monuments Men,2014-02-07,PG-13,127000.0,6.1
6512,Honeymoon,2014-09-12,R,25000.0,5.7
6513,Dumb and Dumber to,2014-11-14,PG-13,131000.0,5.6
6514,Before We Go,2015-07-21,PG-13,54000.0,6.8
6515,How to Train Your Dragon 2,2014-06-13,PG,313000.0,7.8
6516,Noah,2014-03-28,PG-13,246000.0,5.7
6517,A Walk Among the Tombstones,2014-09-19,R,115000.0,6.5
6518,Need for Speed,2014-03-14,PG-13,165000.0,6.4
6519,Rio 2,2014-04-11,G,83000.0,6.3
6520,Seventh Son,2015-02-06,PG-13,74000.0,5.5
6521,Exodus: Gods and Kings,2014-12-12,PG-13,162000.0,6.0
6522,A Million Ways to Die in the West,2014-05-30,R,181000.0,6.1
6523,Sabotage,2014-03-28,R,61000.0,5.7
6524,Paddington,2015-01-16,PG,103000.0,7.2
6525,Non-Stop,2014-02-28,PG-13,254000.0,6.9
6526,The Best of Me,2014-10-17,PG-13,68000.0,6.7
6527,Horrible Bosses 2,2014-11-26,R,162000.0,6.3
6528,This Is Where I Leave You,2014-09-19,R,75000.0,6.6
6529,Into the Storm,2014-08-08,PG-13,66000.0,5.8
6530,Penguins of Madagascar,2014-11-26,PG,83000.0,6.7
6531,Jack Ryan: Shadow Recruit,2014-01-17,PG-13,126000.0,6.2
6532,Mommy,2014-10-08,R,53000.0,8.1
6533,Testament of Youth,2015-01-16,PG-13,27000.0,7.3
6534,Cooties,2015-09-18,R,24000.0,5.7
6535,The Book of Life,2014-10-17,PG,66000.0,7.3
6536,Goodnight Mommy,2015-09-11,R,47000.0,6.7
6537,The November Man,2014-08-27,R,65000.0,6.3
6538,Dracula Untold,2014-10-10,PG-13,184000.0,6.3
6539,Unfriended,2015-04-17,R,71000.0,5.5
6540,I Origins,2014-09-19,R,119000.0,7.4
6541,Transcendence,2014-04-18,PG-13,220000.0,6.2
6542,Endless Love,2014-02-14,PG-13,42000.0,6.3
6543,Just Before I Go,2015-04-24,R,18000.0,6.4
6544,Before I Go to Sleep,2014-10-31,R,75000.0,6.4
6545,The Good Lie,2014-11-07,PG-13,28000.0,7.4
6546,Deliver Us from Evil,2014-07-02,R,73000.0,6.2
6547,The Raid 2,2014-04-11,R,117000.0,8.0
6548,Taken 3,2015-01-09,PG-13,183000.0,6.0
6549,Pompeii,2014-02-21,PG-13,108000.0,5.5
6550,Kill Me Three Times,2015-04-10,R,22000.0,5.9
6551,Ride Along,2014-01-17,PG-13,106000.0,6.2
6552,That Awkward Moment,2014-01-31,R,99000.0,6.1
6553,The Homesman,2014-05-18,R,32000.0,6.6
6554,Black Sea,2015-01-23,R,36000.0,6.4
6555,"Men, Women & Children",2014-10-17,R,31000.0,6.7
6556,Let's Be Cops,2014-08-13,R,129000.0,6.4
6557,A Most Violent Year,2015-01-30,R,68000.0,7.0
6558,PK,2014-12-19,Not Rated,169000.0,8.1
6559,A Little Chaos,2015-06-26,R,22000.0,6.5
6560,The Loft,2015-01-30,R,53000.0,6.3
6561,A Most Wanted Man,2014-08-01,R,74000.0,6.8
6562,Clown,2016-06-17,R,23000.0,5.7
6563,The Signal,2014-07-10,PG-13,64000.0,6.1
6564,The Hundred-Foot Journey,2014-08-08,PG,79000.0,7.3
6565,Beyond the Lights,2014-11-14,PG-13,16000.0,6.9
6566,Maps to the Stars,2015-02-27,R,39000.0,6.2
6567,If I Stay,2014-08-22,PG-13,118000.0,6.7
6568,She's Funny That Way,2015-08-21,R,25000.0,6.1
6569,'71,2014-10-10,R,53000.0,7.2
6570,Still Alice,2015-02-20,PG-13,129000.0,7.5
6571,3 Days to Kill,2014-02-21,PG-13,90000.0,6.2
6572,Spring,2015-03-20,Not Rated,26000.0,6.7
6573,Love & Mercy,2015-06-19,PG-13,37000.0,7.4
6574,Big Eyes,2014-12-25,PG-13,88000.0,7.0
6575,Addicted,2014-10-10,R,10000.0,5.1
6576,The Water Diviner,2014-12-26,R,73000.0,7.0
6577,Selma,2015-01-09,PG-13,88000.0,7.5
6578,Veronica Mars,2014-03-13,PG-13,51000.0,6.8
6579,Million Dollar Arm,2014-05-16,PG,44000.0,7.0
6580,The One I Love,2014-08-08,R,37000.0,7.1
6581,Jersey Boys,2014-06-20,R,33000.0,6.8
6582,Walk of Shame,2014-05-01,R,52000.0,6.0
6583,Draft Day,2014-04-11,PG-13,56000.0,6.8
6584,And So It Goes,2014-07-25,PG-13,13000.0,5.8
6585,A Haunted House 2,2014-04-18,R,20000.0,4.7
6586,The Gambler,2014-12-25,R,68000.0,6.1
6587,Cake,2015-01-23,R,36000.0,6.4
6588,"I, Frankenstein",2014-01-24,PG-13,79000.0,5.1
6589,Muppets Most Wanted,2014-03-21,PG,33000.0,6.4
6590,Two Night Stand,2014-09-26,R,67000.0,6.4
6591,Son of a Gun,2014-12-11,R,27000.0,6.4
6592,Pawn Sacrifice,2015-09-25,PG-13,42000.0,7.0
6593,Left Behind,2014-10-03,PG-13,38000.0,3.1
6594,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,PG,42000.0,6.2
6595,St. Vincent,2014-10-24,PG-13,98000.0,7.2
6596,The Legend of Hercules,2014-01-10,PG-13,53000.0,4.2
6597,Kill the Messenger,2014-10-09,R,45000.0,6.9
6598,Step Up All in,2014-08-08,PG-13,33000.0,6.0
6599,The Salvation,2015-02-27,R,37000.0,6.7
6600,God's Not Dead,2014-03-21,PG,41000.0,4.7
6601,Winter's Tale,2014-02-14,PG-13,53000.0,6.2
6602,When Marnie Was There,2015-08-07,PG,35000.0,7.7
6603,Mr. Peabody & Sherman,2014-03-07,PG,65000.0,6.8
6604,Tammy,2014-07-02,R,49000.0,4.9
6605,Big Game,2015-06-26,PG-13,32000.0,5.4
6606,A Long Way Down,2014-06-05,R,32000.0,6.4
6607,The Rover,2014-06-20,R,46000.0,6.4
6608,Force Majeure,2014-12-30,R,51000.0,7.3
6609,"Two Days, One Night",2014-05-21,PG-13,46000.0,7.3
6610,Lost River,2015-04-10,R,17000.0,5.7
6611,Magic in the Moonlight,2014-08-15,PG-13,66000.0,6.5
6612,Song of the Sea,2015-11-20,PG,54000.0,8.1
6613,Hector and the Search for Happiness,2014-08-14,R,46000.0,7.0
6614,The Quiet Ones,2014-04-25,PG-13,20000.0,5.1
6615,Zombeavers,2015-03-20,R,17000.0,4.8
6616,Barefoot,2014-09-04,PG-13,24000.0,6.6
6617,No Good Deed,2014-09-12,PG-13,20000.0,5.6
6618,Leviathan,2015-02-05,R,51000.0,7.6
6619,Serena,2015-02-26,R,28000.0,5.4
6620,The Duke of Burgundy,2015-01-23,Not Rated,12000.0,6.5
6621,Effie Gray,2014-10-10,PG-13,4900.0,6.0
6622,Wish I Was Here,2014-07-25,R,37000.0,6.7
6623,Frank,2014-09-05,R,76000.0,7.0
6624,Get on Up,2014-08-01,PG-13,23000.0,6.9
6625,Suffragette,2015-10-12,PG-13,40000.0,6.9
6626,Ouija,2014-10-24,PG-13,50000.0,4.5
6627,Heaven Is for Real,2014-04-16,PG,26000.0,5.8
6628,While We're Young,2015-04-17,R,48000.0,6.3
6629,Winter Sleep,2014-06-12,Not Rated,48000.0,8.1
6630,White Bird in a Blizzard,2014-09-25,R,27000.0,6.4
6631,Dear White People,2014-12-04,R,25000.0,6.1
6632,Calvary,2014-04-11,R,57000.0,7.4
6633,Think Like a Man Too,2014-06-20,PG-13,20000.0,5.8
6634,Heaven Knows What,2015-05-29,R,7100.0,6.8
6635,The Keeping Room,2015-09-25,R,6500.0,6.0
6636,Planes: Fire & Rescue,2014-07-18,PG,17000.0,6.0
6637,Top Five,2014-12-12,R,26000.0,6.4
6638,99 Homes,2015-10-09,R,32000.0,7.1
6639,Black or White,2015-01-30,PG-13,12000.0,6.6
6640,Clouds of Sils Maria,2014-08-20,R,28000.0,6.7
6641,Big Stone Gap,2016-05-20,PG-13,2800.0,5.7
